,Adj Close,Close,High,Low,Open,Volume
count,11107.0,11107.0,11107.0,11107.0,11107.0,11107.0
mean,23.522228845307023,24.357607185575304,24.59816864401369,24.092607548118423,24.339075524821116,315434118.67768073
std,49.76788090376289,50.21749798441608,50.69190158526503,49.68263112746473,50.166817651911536,334873537.3424718
min,0.0378148891031742,0.0491070002317428,0.0496650002896785,0.0491070002317428,0.0496650002896785,0.0
25%,0.24340210109949106,0.3002900034189224,0.3063620030879974,0.2924109995365143,0.30008950829505915,111116400.0
50%,0.4466816782951355,0.5424110293388367,0.5533930063247681,0.5345979928970337,0.5426790118217468,203694400.0
75%,18.260086059570312,21.397143363952637,21.56928539276123,21.11571502685547,21.36767864227295,396041800.0
max,259.0199890136719,259.0199890136719,260.1000061035156,257.6300048828125,258.19000244140625,7421640800.0
